EnglishProductName,Color,EnglishDescription,ListPrice
"Long-Sleeve Logo Jersey, XL",Multi,Unisex long-sleeve AWC logo microfiber cycling jersey,49.99
"HL Road Frame - Red, 62",Red,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1263.4598
"HL Road Frame - Red, 62",Red,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1301.3636
"HL Road Frame - Red, 62",Red,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1431.5
"HL Road Frame - Red, 44",Red,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1263.4598
"HL Road Frame - Red, 44",Red,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1301.3636
"HL Road Frame - Red, 44",Red,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1431.5
"HL Road Frame - Red, 48",Red,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1263.4598
"HL Road Frame - Red, 48",Red,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1301.3636
"HL Road Frame - Red, 48",Red,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1431.5
"HL Road Frame - Red, 52",Red,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1263.4598
"HL Road Frame - Red, 52",Red,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1301.3636
"HL Road Frame - Red, 52",Red,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1431.5
"HL Road Frame - Red, 56",Red,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1263.4598
"HL Road Frame - Red, 56",Red,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1301.3636
"HL Road Frame - Red, 56",Red,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1431.5
"LL Road Frame - Black, 58",Black,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",297.6346
"LL Road Frame - Black, 58",Black,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",306.5636
"LL Road Frame - Black, 58",Black,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",337.22
"LL Road Frame - Black, 60",Black,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",297.6346
"LL Road Frame - Black, 60",Black,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",306.5636
"LL Road Frame - Black, 60",Black,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",337.22
"LL Road Frame - Black, 62",Black,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",297.6346
"LL Road Frame - Black, 62",Black,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",306.5636
"LL Road Frame - Black, 62",Black,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",337.22
"LL Road Frame - Red, 44",Red,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",306.5636
"LL Road Frame - Red, 44",Red,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",337.22
"LL Road Frame - Red, 48",Red,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",306.5636
"LL Road Frame - Red, 48",Red,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",337.22
"LL Road Frame - Red, 52",Red,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",306.5636
"LL Road Frame - Red, 52",Red,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",337.22
"LL Road Frame - Red, 58",Red,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",306.5636
"LL Road Frame - Red, 58",Red,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",337.22
"LL Road Frame - Red, 60",Red,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",306.5636
"LL Road Frame - Red, 60",Red,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",337.22
"LL Road Frame - Red, 62",Red,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",306.5636
"LL Road Frame - Red, 62",Red,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",337.22
"ML Road Frame - Red, 44",Red,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",594.83
"ML Road Frame - Red, 48",Red,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",594.83
"ML Road Frame - Red, 52",Red,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",594.83
"ML Road Frame - Red, 58",Red,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",594.83
"ML Road Frame - Red, 60",Red,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",594.83
"LL Road Frame - Black, 44",Black,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",297.6346
"LL Road Frame - Black, 44",Black,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",306.5636
"LL Road Frame - Black, 44",Black,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",337.22
"LL Road Frame - Black, 48",Black,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",297.6346
"LL Road Frame - Black, 48",Black,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",306.5636
"LL Road Frame - Black, 48",Black,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",337.22
"LL Road Frame - Black, 52",Black,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",297.6346
"LL Road Frame - Black, 52",Black,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",306.5636
"LL Road Frame - Black, 52",Black,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",337.22
"HL Mountain Frame - Silver, 42",Silver,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1204.3248
"HL Mountain Frame - Silver, 42",Silver,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1240.4545
"HL Mountain Frame - Silver, 42",Silver,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1364.5
"HL Mountain Frame - Silver, 44",Silver,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1364.5
"HL Mountain Frame - Silver, 48",Silver,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1364.5
"HL Mountain Frame - Silver, 46",Silver,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1204.3248
"HL Mountain Frame - Silver, 46",Silver,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1240.4545
"HL Mountain Frame - Silver, 46",Silver,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1364.5
"HL Mountain Frame - Black, 42",Black,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1191.1739
"HL Mountain Frame - Black, 42",Black,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1226.9091
"HL Mountain Frame - Black, 42",Black,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1349.6
"HL Mountain Frame - Black, 44",Black,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1349.6
"HL Mountain Frame - Black, 48",Black,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1349.6
"HL Mountain Frame - Black, 46",Black,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1191.1739
"HL Mountain Frame - Black, 46",Black,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1226.9091
"HL Mountain Frame - Black, 46",Black,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1349.6
"HL Mountain Frame - Black, 38",Black,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1191.1739
"HL Mountain Frame - Black, 38",Black,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1226.9091
"HL Mountain Frame - Black, 38",Black,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1349.6
"HL Mountain Frame - Silver, 38",Silver,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1204.3248
"HL Mountain Frame - Silver, 38",Silver,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1240.4545
"HL Mountain Frame - Silver, 38",Silver,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,1364.5
"Road-150 Red, 62",Red,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",3578.27
"Road-150 Red, 44",Red,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",3578.27
"Road-150 Red, 48",Red,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",3578.27
"Road-150 Red, 52",Red,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",3578.27
"Road-150 Red, 56",Red,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",3578.27
"Road-450 Red, 58",Red,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",1457.99
"Road-450 Red, 60",Red,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",1457.99
"Road-450 Red, 44",Red,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",1457.99
"Road-450 Red, 48",Red,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",1457.99
"Road-450 Red, 52",Red,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",1457.99
"Road-650 Red, 58",Red,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",699.0982
"Road-650 Red, 58",Red,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",782.99
"Road-650 Red, 60",Red,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",699.0982
"Road-650 Red, 60",Red,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",782.99
"Road-650 Red, 62",Red,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",699.0982
"Road-650 Red, 62",Red,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",782.99
"Road-650 Red, 44",Red,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",699.0982
"Road-650 Red, 44",Red,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",782.99
"Road-650 Red, 48",Red,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",699.0982
"Road-650 Red, 48",Red,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",782.99
"Road-650 Red, 52",Red,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",699.0982
"Road-650 Red, 52",Red,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",782.99
"Road-650 Black, 58",Black,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",699.0982
"Road-650 Black, 58",Black,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",782.99
"Road-650 Black, 60",Black,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",699.0982
"Road-650 Black, 60",Black,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",782.99
"Road-650 Black, 62",Black,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",699.0982
"Road-650 Black, 62",Black,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",782.99
"Road-650 Black, 44",Black,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",699.0982
"Road-650 Black, 44",Black,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",782.99
"Road-650 Black, 48",Black,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",699.0982
"Road-650 Black, 48",Black,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",782.99
"Road-650 Black, 52",Black,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",699.0982
"Road-650 Black, 52",Black,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",782.99
"Mountain-100 Silver, 38",Silver,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",3399.99
"Mountain-100 Silver, 42",Silver,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",3399.99
"Mountain-100 Silver, 44",Silver,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",3399.99
"Mountain-100 Silver, 48",Silver,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",3399.99
"Mountain-100 Black, 38",Black,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",3374.99
"Mountain-100 Black, 42",Black,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",3374.99
"Mountain-100 Black, 44",Black,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",3374.99
"Mountain-100 Black, 48",Black,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",3374.99
"Mountain-200 Silver, 38",Silver,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2071.4196
"Mountain-200 Silver, 38",Silver,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2319.99
"Mountain-200 Silver, 42",Silver,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2071.4196
"Mountain-200 Silver, 42",Silver,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2319.99
"Mountain-200 Silver, 46",Silver,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2071.4196
"Mountain-200 Silver, 46",Silver,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2319.99
"Mountain-200 Black, 38",Black,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2049.0982
"Mountain-200 Black, 38",Black,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2294.99
"Mountain-200 Black, 42",Black,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2049.0982
"Mountain-200 Black, 42",Black,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2294.99
"Mountain-200 Black, 46",Black,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2049.0982
"Mountain-200 Black, 46",Black,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2294.99
"Mountain-300 Black, 38",Black,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,1079.99
"Mountain-300 Black, 40",Black,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,1079.99
"Mountain-300 Black, 44",Black,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,1079.99
"Mountain-300 Black, 48",Black,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,1079.99
"Road-250 Red, 44",Red,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2443.35
"Road-250 Red, 48",Red,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2443.35
"Road-250 Red, 52",Red,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2443.35
"Road-250 Red, 58",Red,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2181.5625
"Road-250 Red, 58",Red,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2443.35
"Road-250 Black, 44",Black,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2181.5625
"Road-250 Black, 44",Black,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2443.35
"Road-250 Black, 48",Black,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2181.5625
"Road-250 Black, 48",Black,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2443.35
"Road-250 Black, 52",Black,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2181.5625
"Road-250 Black, 52",Black,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2443.35
"Road-250 Black, 58",Black,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2181.5625
"Road-250 Black, 58",Black,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2443.35
"Road-550-W Yellow, 38",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1000.4375
"Road-550-W Yellow, 38",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1120.49
"Road-550-W Yellow, 40",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1000.4375
"Road-550-W Yellow, 40",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1120.49
"Road-550-W Yellow, 42",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1000.4375
"Road-550-W Yellow, 42",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1120.49
"Road-550-W Yellow, 44",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1000.4375
"Road-550-W Yellow, 44",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1120.49
"Road-550-W Yellow, 48",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1000.4375
"Road-550-W Yellow, 48",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1120.49
LL Fork,NA,Stout design absorbs shock and offers more precise steering.,148.22
ML Fork,NA,Composite road fork with an aluminum steerer tube.,175.49
HL Fork,NA,High-performance carbon road fork with curved legs.,229.49
LL Headset,NA,Threadless headset provides quality at an economical price.,34.2
ML Headset,NA,Sealed cartridge keeps dirt out.,102.29
HL Headset,NA,"High-quality 1"" threadless headset with a grease port for quick lubrication.",124.73
LL Mountain Handlebars,NA,All-purpose bar for on or off-road.,40.4909
LL Mountain Handlebars,NA,All-purpose bar for on or off-road.,44.54
ML Mountain Handlebars,NA,Tough aluminum alloy bars for downhill.,56.2909
ML Mountain Handlebars,NA,Tough aluminum alloy bars for downhill.,61.92
HL Mountain Handlebars,NA,Flat bar strong enough for the pro circuit.,109.3364
HL Mountain Handlebars,NA,Flat bar strong enough for the pro circuit.,120.27
LL Road Handlebars,NA,Unique shape provides easier reach to the levers.,40.4909
LL Road Handlebars,NA,Unique shape provides easier reach to the levers.,44.54
ML Road Handlebars,NA,Anatomically shaped aluminum tube bar will suit all riders.,56.2909
ML Road Handlebars,NA,Anatomically shaped aluminum tube bar will suit all riders.,61.92
HL Road Handlebars,NA,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,109.3364
HL Road Handlebars,NA,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,120.27
"ML Mountain Frame - Black, 38",Black,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,348.76
LL Mountain Front Wheel,Black,Replacement mountain wheel for entry-level rider.,60.745
ML Mountain Front Wheel,Black,Replacement mountain wheel for the casual to serious rider.,209.025
HL Mountain Front Wheel,Black,High-performance mountain replacement wheel.,300.215
LL Road Front Wheel,Black,Replacement road front wheel for entry-level cyclist.,85.565
ML Road Front Wheel,Black,Sturdy alloy features a quick-release hub.,248.385
